87,953,952,875,613,612,
87,953,952,875,953,952,875,613,612,87,613,612,
87,243,316,338,316,272,316,953,952,955,73,168,102,613,612,
87,243,316,338,316,272,316,953,952,953,952,73,168,102,613,612,87,613,612,
